ID;xFeet;yFeet;demand
5;177439;2363187;0
1720;224334;2427035;2
1318;247605;2415223;8
1365;250771;2420820;4
1709;250876;2462277;6
1795;253271;2410127;8
759;253937;2412783;4
2087;256250;2405510;2
686;257208;2403383;8
1371;257605;2409570;8
972;260000;2403466;2
1407;260958;2409406;3
799;263937;2413264;6
1634;222378;2428491;8
1507;222431;2422361;3
189;222464;2433443;2
1619;222482;2415962;4
1208;222515;2417465;8
84;222541;2434300;3
609;222657;2424950;6
1199;222668;2434805;4
1572;222729;2415883;4
1706;222821;2417251;8
1200;222846;2417374;16
165;222897;2439444;8
2046;223177;2415523;8
1945;223236;2416700;2
183;223340;2422161;8
222;223457;2410927;8
2032;223568;2415604;8
1577;223577;2416454;10
1953;223590;2414727;8
200;223793;2422456;3
1875;223931;2417224;8
1666;224795;2447752;4
26;224829;2410477;8
1425;224971;2407854;2
922;225265;2442305;8
35;225406;2429050;6
1990;225420;2428021;2
207;225660;2405627;3
1207;225661;2405596;2
221;225813;2403068;56
1480;225863;2419396;8
1191;225977;2404019;6
263;225998;2405367;3
1717;226032;2405349;3
1993;226040;2405043;4
1876;226115;2437206;4
139;226890;2406864;8
1188;226955;2434809;3
1189;227012;2443155;8
34;227015;2442985;4
911;227066;2413947;4
1202;227096;2402089;6
1702;227116;2439215;8
79;227136;2438466;4
89;227142;2438969;6
1737;227163;2421511;8
17;227185;2401741;3
2084;227247;2434608;4
1194;227331;2410546;12
187;227339;2444397;4
197;227372;2428938;6
1728;227425;2435603;4
1476;227532;2445321;4
1195;227639;2410536;8
1958;227764;2401759;2
1899;228405;2412926;8
1192;228477;2439674;16
1726;228522;2424399;8
1478;228529;2408953;8
1372;228530;2416086;8
126;228703;2419085;24
196;229072;2419326;8
194;229107;2448751;8
1732;229157;2417544;3
75;229177;2415996;32
899;229210;2414913;4
996;229249;2415971;6
998;229263;2415414;8
1399;229282;2414895;8
999;229314;2413737;4
158;229354;2409892;6
202;229396;2403302;6
1716;229438;2409678;3
1187;229462;2409120;8
1256;229504;2418954;8
42;229509;2404910;30
1375;229555;2403141;6
241;229596;2404888;24
101;229618;2404191;36
70;229830;2418657;4
1209;230043;2421228;4
997;230176;2415563;4
1204;230481;2450584;2
1674;230593;2442919;18
60;230936;2408591;6
