ID;xFeet;yFeet;demand
5;177439;2363187;0
40;333258;2433467;16
48;322858;2453945;16
56;315590;2442460;4
62;318026;2454049;12
63;348816;2461230;8
78;343946;2423925;8
81;327394;2442133;12
92;330118;2456558;16
106;324081;2445359;16
116;348739;2460710;6
137;334317;2440274;24
145;318421;2442541;8
147;343543;2442570;6
149;318438;2442541;6
154;324311;2438587;6
159;333902;2418797;16
160;333902;2418797;16
167;331794;2431091;6
169;349063;2462207;4
173;336534;2439633;24
177;322513;2433337;22
178;328528;2439241;6
180;346903;2452837;8
229;332994;2432965;6
235;324114;2444646;8
255;332838;2432868;4
257;314915;2434326;78
258;323625;2422852;8
604;343543;2442570;4
605;331608;2430825;8
606;323722;2454886;4
607;324321;2434528;6
611;330739;2446724;4
612;324386;2451921;12
616;318245;2453821;16
619;328491;2442450;4
622;331919;2431511;3
910;324283;2440402;6
913;320618;2434968;8
914;322697;2432121;8
916;325596;2433713;6
1224;339955;2438518;8
1265;322821;2454336;6
1298;323074;2455012;8
1336;330412;2427616;4
1350;323089;2452023;8
1460;348720;2460787;8
1466;328550;2438590;16
1467;322815;2454961;8
1485;332024;2431561;6
1496;328326;2442244;8
1504;334780;2435480;2
1511;324263;2440424;8
1630;336109;2434776;16
1636;337056;2437278;8
1646;324264;2440409;4
1676;333328;2433438;4
1690;322840;2454136;16
1695;339453;2409778;4
1724;332565;2450299;4
1776;330829.84;2424382.08;4
1777;324744;2455150;6
1780;328512;2441418;4
1782;343543;2442570;2
1783;329502;2434282;4
1820;326802;2442110;6
1886;323632;2447963;6
1891;324397;2433125;8
1952;330426;2448421;8
2005;347353;2454471;6
2083;333200;2433254;4
