ID;xFeet;yFeet;demand
5;177439;2363187;0
99;198169;2363305;24
164;213943;2364604;3
270;209563;2374990;12
282;209563;2374990;6
327;215962;2365441;4
329;217965;2364458;2
341;213943;2364604;8
342;221740;2352322;2
345;212169;2364558;6
346;214441;2364616;2
357;209691;2364527;6
360;210961;2364536;6
370;215437;2364614;8
381;222223;2365278;16
384;217956;2362593;8
389;213527;2364579;12
399;215437;2364614;8
402;215437;2364614;3
437;215899;2368175;4
444;215880;2374923;16
446;199307;2368643;16
447;206445;2366268;4
480;210806;2364533;6
491;201055;2362176;8
498;216841;2364393;3
507;211887;2364567;4
508;209561;2374672;8
521;213943;2364604;4
522;213943;2364604;4
523;215901;2368132;2
524;215700;2374080;4
525;213724;2372311;2
526;215700;2374080;3
530;212605;2364572;8
532;215869;2369063;6
545;201121;2361857;24
551;197862;2363305;8
553;213077;2354024;2
559;213943;2364604;6
573;213943;2364604;3
576;215437;2364614;6
578;215437;2364614;8
579;209692;2364508;2
580;213943;2364604;3
581;204862;2364413;2
588;209324;2368714;4
589;215804;2364613;32
594;219737;2377139;8
597;206401;2368108;8
599;213943;2364604;32
1253;213943;2364604;16
1257;221772;2351032;4
1273;213943;2364604;3
1348;207983;2371505;6
1369;218089;2357512;8
1373;205748.81;2364441.66;32
1378;215141;2364602;2
1410;214466;2364597;8
1429;213943;2364604;8
1437;207404;2361801;8
1442;200178;2360679;16
1468;208600;2353936;24
1512;210720;2400513;8
1514;204664;2400327;6
1517;204769;2383572;8
1519;204862;2364413;8
1521;205315;2379458;8
1524;201164;2394575;8
1530;215835;2395502;3
1531;200521;2399039;24
1532;204633;2400686;8
1534;216590;2395356;2
1535;204672;2399207;8
1536;208335;2385372;2
1537;212584;2382178;8
1538;208858;2385365;8
1539;199641;2396570;4
1540;205745;2382159;3
1541;197492;2394856;2
1542;204681;2388197;3
1543;212462;2387027;8
1545;204594;2391471;4
1546;206919;2387050;2
1547;216869;2387000;8
1548;201007;2383403;2
1549;202402;2395946;6
1550;204534;2393350;4
1551;203902;2385380;2
1552;204790;2387669;12
1556;204784;2382697;4
1557;212527;2382178;8
1558;198043;2400225;4
1559;204568;2392212;2
1561;214243;2385381;2
1562;210006;2393960;8
1564;201318;2385371;8
1565;217091;2395774;2
1566;204688;2399338;8
1602;204676;2399889;4
1628;208586;2353936;24
1633;201399;2382310;2
1635;211228;2364561;6
1638;213943;2364604;16
1645;215437;2364614;8
1649;215700;2374080;2
1663;215810;2364633;8
1665;215700;2374080;4
1680;195014;2400323;6
1683;201964;2383577;2
1759;213527;2364579;6
1769;199219;2364646;3
1774;213943;2364604;6
1775;206401;2368108;8
1890;213943;2364604;6
1895;199270;2363354;8
1900;215700;2374080;2
1928;204862;2364413;8
1932;204598;2391297;8
1933;198937;2383720;6
1935;201968;2382851;8
1951;210482;2394975;6
1979;213943;2364604;8
1980;213943;2364604;8
1987;204186;2392463;2
1994;197538;2363295;2
2008;204649;2389706;8
2009;216712;2383632;8
2019;201266;2400516;4
2022;210720;2400513;6
2023;199583;2399789;2
2035;195761.68;2363255;8
2049;195761.69;2363255;6
2062;200164;2363393;8
2063;204862;2364413;4
2075;204471;2395113;6
2081;198133;2363304;28
2090;213943;2364604;8
2093;197862;2363305;8
13;197303;2410509;24
14;205072;2431529;3
15;218489;2436779;8
18;215384;2439281;6
20;216326;2425585;3
21;219188;2437317;8
22;218471;2420571;6
24;212727;2428117;8
27;214772;2434997;10
28;203973;2433454;6
29;219592;2419707;4
32;208325;2439275;2
33;216956;2438761;6
39;213896;2435383;2
44;216326;2425585;8
69;218850;2420281;48
85;208114;2429789;3
87;219108;2426495;8
107;211098;2434510;6
114;220379;2413544;4
131;206369;2434581;12
132;205394;2434627;8
136;218009;2437267;16
146;221582;2441159;8
148;220238;2429209;2
153;211733;2425147;8
185;217429;2406185;6
186;213230;2434714;8
192;209094;2434160;8
193;208817;2434346;8
195;207862;2430877;4
199;205355;2433722;4
205;215255;2438661;3
210;213604;2436122;8
213;220472;2429130;2
217;222086;2434094;6
218;210224;2439957;3
219;221766;2434058;14
225;219693;2429397;8
226;219416;2442632;8
240;217634;2432008;18
243;221064;2432124;8
253;218672;2429336;32
256;220239;2407467;14
261;217297;2426695;30
262;206427;2432965;14
265;214272;2435075;4
1003;220936;2414265;32
1065;209683;2426812;11
1190;222125;2439792;6
1193;209574;2429344;4
1196;204479;2434464;3
1198;217085;2440243;8
1201;220287;2429214;8
1203;206842;2432078;8
1205;209852;2433841;10
1206;220821;2431377;4
1210;203365;2431691;8
1211;198237;2413349;3
1212;216046;2426270;2
1213;206149;2430760;6
1219;218941;2440114;8
1226;207157;2436078;8
1227;207157;2436078;8
1241;220141;2414378;6
1244;204968;2433160;4
1281;207413;2428566;6
1301;217730;2422476;6
1326;220307;2429186;8
1342;216046;2426270;24
1343;213532;2423826;16
1355;222258;2428534;4
1364;205864;2430983;2
1380;209701;2431560;4
1381;213543;2423819;4
1403;207412;2432314;8
1404;219247;2430944;16
1414;208629;2434060;2
1443;213947;2423559;8
1486;208551;2439202;6
1492;215762;2413110;8
1494;216342;2413878;32
1495;215940;2413656;8
1508;201659;2430022;8
1510;207797;2425807;8
1513;210529.04;2403505.91;8
1515;197731;2407675;16
1516;205592;2404502;40
1518;210601;2406641;6
1522;205686;2407166;14
1526;203244;2430947;8
1527;199855;2426253;4
1528;200076;2426282;2
1529;203479;2430974;3
1533;204583;2403191;8
1544;198291;2408267;4
1560;203831;2403819;2
1563;204573;2403720;8
1567;199331;2425782;2
1570;221742;2416616;16
1571;203440;2416517;8
1573;219400;2418226;8
1574;199049;2424450;6
1575;219153;2418197;2
1576;222173;2416473;2
1579;204706;2418551;8
1581;217323;2419926;4
1582;212332;2419168;8
1583;201927;2416366;8
1584;213694;2413672;4
1585;197970;2423484;8
1586;203145;2419524;16
1587;198547;2418964;8
1588;209778;2411623;2
1589;217310;2419964;8
1590;203452;2417190;6
1591;212405;2419509;8
1592;202879;2416426;8
1594;203944;2420215;32
1595;204489;2417089;32
1596;218533;2417649;8
1597;199118;2409079;18
1598;200007;2420031;8
1599;219916;2417572;4
1600;216900;2421388;12
1601;200291;2419713;16
1603;207217;2412386;20
1604;202223;2410515;36
1605;212143;2414749;12
1606;219489;2417950;24
1607;205406;2422711;8
1608;215205;2421383;8
1609;206120;2416525;6
1610;220741;2417024;2
1611;204645;2414619;8
1612;212171;2414761;18
1613;219294;2419629;3
1614;217988;2420583;8
1615;214144;2414535;8
1617;203393;2416809;8
1618;213412;2412647;8
1620;209490;2411870;6
1621;212335;2419188;8
1622;199150;2417481;8
1623;205276;2412245;8
1624;203226;2416222;8
1625;212332;2419168;8
1626;221685;2416635;3
1627;198237;2413349;8
1629;205138;2414475;6
1631;200133;2417155;2
1632;202142.53;2404581.52;10
1660;202467;2429792;6
1688;208359;2435239;8
1691;199210;2416180;6
1692;221509;2431405;6
1700;196314;2404011;2
1703;219030;2429647;6
1714;217180;2422868;8
1715;222109;2428076;8
1727;210412;2436903;6
1730;213628;2424208;4
1733;204967;2433161;4
1734;209287;2430053;4
1736;206396;2429273;8
1877;221562;2428757;8
1904;208705;2435208;8
1905;220612;2428831;4
1914;216763;2442618;8
1916;205268;2431052;4
1930;210393;2403009;8
1931;201028;2426149;3
1934;210573;2407651;6
1936;217988;2420583;8
1937;220188;2418746;4
1938;212347;2419182;16
1939;217323;2419926;3
1941;203440;2416461;4
1943;221140;2416198;4
1944;219500;2417941;3
1954;218724;2417776;2
1964;213579;2439542;8
1967;220739;2431134;2
1972;213879;2423310;3
1982;206249;2435278;16
1991;220802;2431384;2
2010;207694;2426906;6
2011;213692;2413678;8
2016;212121;2424556;8
2020;218591;2429777;2
2025;216834;2437244;8
2031;212341;2419185;8
2036;206261;2420028;2
2045;213326;2429007;6
2060;215547;2427474;2
2064;205265;2422372;4
2080;216802;2421782;6
2096;220425;2409841;8
2099;214835;2423021;16
10;236289.81;2334900.44;8
162;252925;2311901;6
328;244471;2333282;6
335;236244.93;2335844.87;4
440;240082;2317743;3
459;249598;2317745;8
541;249599;2317764;6
1258;236237;2335922;2
1689;236237;2335922;2
1739;262053;2305498;3
1760;239863;2336052;3
1879;240203;2340596;6
396;227126;2365578;3
958;266542;2397927;6
1008;267126;2397934;6
83;222680;2374502;4
474;222738;2344380;4
489;223247;2362013;6
528;223297;2359259;6
271;223514;2351749;2
387;223972;2369781;6
1753;223977;2369781;6
372;224128;2370202;6
371;224139;2369580;8
529;224866;2367337;6
393;224904;2366608;3
8;224909;2366211;12
1946;225306;2400381;8
479;225720;2359836;8
1470;225789;2400053;8
204;225839;2401500;4
1445;226118.33;2351809.85;4
531;226134;2370476;6
554;226154;2351104;2
2014;226172;2350379;8
212;226255;2401065;8
538;226257;2346677;3
72;226283;2344671;4
215;226362;2401067;8
409;226403;2370462;8
352;226453.82;2343820.66;6
598;226521;2367421;4
560;226673;2378142;8
558;226675;2378204;24
375;226693;2377209;8
377;226739;2375944;6
473;226739;2375978;3
537;226772;2373618;8
19;226782;2401606;8
549;226832;2370916;8
574;226851;2370923;2
451;226865;2369338;4
458;226865;2369299;3
487;226866;2369280;2
462;226867;2369203;4
1383;226870;2369088;8
456;226872;2369897;8
12;226891;2368063;14
373;226891;2368040;6
596;226892;2368028;8
98;226897;2382235;60
374;226908;2367316;2
376;226909;2368092;4
397;226923;2367470;6
388;226924;2366575;8
403;226928;2367238;8
566;226934;2366045;6
1409;226947;2365392;2
358;226952;2366118;2
361;226966;2365400;6
1295;226970;2365258;8
127;226997;2400424;4
248;227030;2386895;6
170;227063.48;2379792.23;2
542;227153;2371125;4
1884;227158;2381178;3
2089;227159;2381159;4
404;227174;2371125;3
406;227187;2371125;3
1898;227195;2371125;2
400;227229;2368071;4
190;227311;2381182;2
1489;227342;2371126;2
533;227414;2371107;6
452;227443;2365586;2
363;227517;2363984;4
362;227543;2363939;16
394;227576;2366095;6
543;227629;2366747;6
405;227644;2366022;3
591;227876;2363363;4
1554;228040;2381183;3
259;228126;2344193;24
513;228320;2367499;16
380;228333;2366675;6
1305;228347;2365958;3
1237;228518;2362301;2
1430;229252;2376017;4
366;229492;2368314;26
364;229513;2360686;6
391;229562;2364945;12
236;229596;2401663;28
367;229625;2369139;3
544;229662;2366876;16
1644;229662;2366864;8
1755;229669;2367485;6
385;229681;2366877;16
1242;229789;2400504;24
1240;229948;2350209;4
407;229973;2359880;8
383;230027;2359829;32
339;230194;2359548;8
2097;230310;2344938;4
378;230353;2364972;16
272;230463;2345656;2
392;230963.77;2364956.43;8
412;231488;2365739;18
1366;231965;2341606;4
242;232103;2400683;6
1314;232483;2360161;6
2098;232580;2363668;6
386;232600;2365474;16
103;232635;2343698;2
100;234239;2399304;4
276;234834;2351785;6
368;234884;2360158;6
191;234897;2398675;4
1218;234909;2369391;4
369;236206;2361567;8
57;236404;2398523;18
382;236483;2360396;8
232;236999;2397870;16
233;236999;2397887;8
115;237051;2396124;8
201;237078;2395868;8
1394;237147;2398485;8
401;238779;2361202;6
915;238843;2397480;8
1921;239204;2397490;2
408;239357;2365697;6
1643;240028;2386138;24
395;240244;2356265;6
1278;240634;2394297;6
343;240961;2342920;8
1986;241498;2393032;6
144;242342;2392558;72
1731;243583;2389712;6
142;243659;2392782;34
31;243769;2390732;8
234;243876;2389648;6
610;243933;2390948;8
443;244023;2356134;16
470;244293.61;2360444.82;8
1903;244586;2379340;2
1682;244705;2388589;6
211;244746;2387606;2
1925;244765;2379428;6
254;244907;2390003;8
1735;245095;2380301;6
993;245144;2382029;40
1821;245195;2392049;3
1282;245215;2392030;3
112;245311;2383460;56
561;245347;2368952;6
260;245590;2378355;40
1215;245690.75;2388032.94;16
163;245841;2398745;8
1388;246751;2377037;4
2052;247301;2391946;3
1481;247383;2390420;8
184;247539;2397263;56
1997;247986;2386456;4
582;248122;2362330;2
1915;248230;2384791;8
64;248568;2391423;8
1269;248598;2397686;36
1276;248720;2387517;32
567;248731;2385980;4
1277;248909;2387119;48
1721;249390;2380365;6
1950;249425;2384984;8
1653;249432;2384976;8
2094;249806;2380485;6
1642;250039;2386131;8
2076;250157;2374268;2
77;250175;2380651;6
2004;250481;2374741;8
93;250620.62;2393134.51;12
250;250967;2375072;6
1779;251008;2374150;6
600;251169;2375243;4
2017;251378;2401438;4
1824;251431;2394163;4
849;251439;2399983;4
695;251452;2399579;22
1837;251470;2399003;4
738;251474;2398886;6
733;251479;2398720;4
1010;251480;2398689;8
1725;251481;2398032;2
182;251484;2397900;12
1499;251520;2397318;54
94;251539;2395074;12
801;251545;2396086;30
1678;251573;2383139;4
1417;251584;2401030;16
664;251647;2398206;8
783;251649;2398206;4
1250;251662;2398207;8
230;252087;2383163;8
811;252630;2396296;6
898;252755;2394971;2
861;253017;2393656;2
1827;253105;2398383;6
1658;253340;2377778;4
782;253801;2396153;4
1296;253869;2398412;2
753;253965;2398340;2
654;254520;2396809;8
744;254622;2398845;2
216;255227;2387877;4
987;255344;2401126;6
641;255411;2398384;8
960;255874;2397029;8
1484;256035;2401689;8
1450;256100;2400957;2
699;256326;2393768;4
128;256444;2386361;4
1308;256555;2384454;6
790;256905;2398310;3
91;257615;2384569;8
1885;257634;2398386;2
1947;257636;2360903;6
953;257654;2398382;3
791;257664;2398380;4
1386;257899;2398334;3
1015;258053;2400959;8
863;258336;2400637;4
1225;258406;2374435;4
716;258440;2400055;18
714;258446;2399761;24
756;258452;2400282;6
688;258479;2399309;18
639;258532;2401072;8
891;258541;2401072;4
870;258677;2398281;4
879;258684;2398200;4
1264;258930;2398201;4
843;259095;2398523;40
1908;259133;2362471;4
665;259355;2400986;8
808;259366;2400986;12
881;259376;2400986;4
989;259400;2398043;4
703;259419;2401604;6
536;259481;2362836;4
439;259495;2362850;14
53;259501;2362857;6
777;259632;2398208;6
805;259654;2398290;8
943;259668;2397722;38
941;259692;2397662;26
1374;259768;2398210;8
890;259858;2401098;4
944;259864;2400997;28
1973;259900;2374066;8
1245;259958;2395233;4
629;260071;2391416;2
1439;260072;2401099;4
829;260110;2392905;8
956;260132;2394158;20
645;260278;2394537;8
238;260404;2373885;48
65;260456;2376637;8
693;260552;2401257;2
181;260646;2377551;24
754;260680;2398088;10
880;260723;2401106;24
1441;260727;2377926;24
651;260793;2401014;4
842;260839;2398044;44
691;261053;2394414;6
728;261090;2401013;16
755;261446;2397759;4
1812;261641;2401015;2
2066;261891;2394417;16
991;261901;2394512;2
823;261995;2401416;8
1996;262225;2379127;8
713;262287;2401031;6
1049;262311;2397746;4
751;262369;2397748;6
1031;262385;2397842;6
1842;263162;2397630;8
2059;263419;2397883;8
1251;263434;2397883;6
866;263461;2397787;4
109;263537;2397788;4
161;263566;2377510;28
769;264007;2397795;6
652;264098;2401204;6
1828;264104;2397797;8
872;264449;2396816;8
848;264681;2397809;6
2027;264994;2390947;8
709;265280;2395599;8
118;265443;2375266;4
1263;265748;2401169;1
340;265768;2351456;2
572;265834;2351464;16
2044;266407;2400840;2
435;266466;2352058;8
175;266533;2397927;3
1384;266774;2397930;8
1483;266818;2397930;6
1323;266907;2397846;8
1363;266918;2397847;4
1339;266928;2397847;3
1902;267006;2397848;8
1639;267047;2397933;6
