ID;xFeet;yFeet;demand
0;-4840890;4181069;0
102;-4847239;4189268;6
103;-4847224;4190513;6
104;-4847205;4190510;6
105;-4847131;4190941;8
106;-4846879;4192412;4
107;-4846560;4190997;4
108;-4846159;4193511;18
109;-4846146;4193509;4
110;-4846111;4194774;8
111;-4846018;4190665;4
112;-4846012;4190696;4
113;-4845957;4194648;4
114;-4845951;4194647;8
115;-4845865;4192811;6
116;-4845688;4192594;8
117;-4845480;4193780;3
118;-4845474;4188320;10
119;-4845111;4193683;18
120;-4844980;4188035;6
121;-4844794;4190224;4
122;-4844497;4190743;8
123;-4844473;4192168;6
124;-4844408;4191512;12
125;-4843871;4194566;51
126;-4843816;4193906;8
127;-4843813;4193925;4
128;-4843471;4193847;8
129;-4843010;4193167;6
130;-4843007;4193186;8
131;-4842832;4194108;8
132;-4841499;4192917;4
133;-4841424;4190503;8
134;-4841234;4193466;8
135;-4840842;4194908;8
136;-4840513;4194691;3
137;-4839950;4189363;4
138;-4839928;4188044;10
139;-4839492;4189104;4
140;-4839421;4192398;8
141;-4839241;4192368;8
142;-4838849;4192855;4
143;-4838763;4193064;3
144;-4838666;4192293;4
145;-4838520;4193003;3
146;-4838410;4194504;4
147;-4838286;4190798;16
148;-4838105;4194452;8
149;-4837886;4188976;8
150;-4837754;4194394;3
151;-4837432;4194342;3
152;-4837249;4194484;3
153;-4836561;4193068;3
