ID;xFeet;yFeet;demand
0;-4880227;4181069;0
211;-4837128;4193167;3
212;-4836955;4202666;6
213;-4825990;4203924;4
214;-4825850;4205260;4
215;-4825273;4208561;4
216;-4825162;4204443;6
217;-4824524;4208444;2
218;-4823618;4203685;4
219;-4823509;4204299;8
220;-4823198;4206156;4
221;-4822585;4208071;26
222;-4822582;4208090;6
223;-4822514;4208588;8
224;-4821966;4207961;6
225;-4821896;4208408;4
226;-4820730;4207127;4
227;-4820713;4207719;6
228;-4820313;4207219;6
229;-4820309;4207240;6
230;-4820002;4207600;6
231;-4819586;4207514;6
232;-4819372;4207451;28
233;-4819314;4207459;6
234;-4818901;4207353;4
235;-4818896;4207372;3
236;-4818741;4207316;8
237;-4818736;4207335;2
238;-4818511;4207269;2
239;-4817620;4207807;4
