ID;xFeet;yFeet;demand
0;-4840890;4181069;0
52;-4878620;4204190;4
53;-4878365;4204829;6
54;-4878057;4204944;16
55;-4875957;4204515;8
56;-4875409;4203825;6
57;-4875273;4204431;8
58;-4874587;4204087;8
59;-4874510;4203382;8
60;-4874207;4204174;6
61;-4874193;4204257;4
62;-4874001;4205408;16
63;-4870080;4202076;6
64;-4867765;4210352;6
88;-4863259;4204176;6
89;-4863213;4206332;8
90;-4862955;4207795;12
91;-4862580;4207287;6
92;-4862205;4203990;6
93;-4862189;4204007;16
94;-4862175;4204004;4
95;-4862085;4207033;8
96;-4862047;4207026;8
97;-4861521;4203864;8
98;-4863516;4210404;3
