ID;xFeet;yFeet;demand
5;289746;2310623;0
61;289743;2300632;4
90;284634;2299461;2
108;290581;2311557;2
273;280458;2301683;3
274;290089;2297393;8
275;294379;2295777;2
277;291826;2328058;6
278;290093;2296549;2
279;290609.69;2301622.18;6
280;273493;2293926;4
281;289212;2304565;8
314;278092;2292923;4
315;291733;2298908;2
322;301578;2293022;6
324;292595;2294941;6
325;285871;2298998;8
330;290089;2297393;2
333;288769;2295884;6
336;289432;2295048;2
337;277245;2296244;4
338;290082;2300189;2
344;295117;2298293;4
347;289099;2316316;2
348;292869;2291846;6
350;291195;2316218;8
351;294301;2304262;8
438;280214;2294015;2
460;300731;2306537;2
468;296777;2299021;3
475;267942;2305362;2
477;288587;2297974;8
484;293912;2296115;6
485;287143;2298517;2
486;273763;2298500;4
492;283904;2299743;4
499;299305;2287574;2
500;284634;2299461;3
509;299305;2287568;2
516;284634;2299461;6
518;286004;2299295;12
547;284476;2301571;2
552;284634;2299461;8
896;300142;2332856;20
1052;292735;2326432;8
1053;301393;2330004;8
1054;305635;2331202;3
1055;296110;2326893;4
1056;306644;2330657;8
1057;293066;2326354;3
1058;292120;2325922;20
1059;293958;2325904;3
1060;294369;2328076;14
1061;294215;2327715;8
1062;293086;2326327;3
1063;303556;2331107;8
1064;293360;2325945;6
1066;304802;2330206;8
1067;303805;2327576;6
1068;292568;2327046;3
1069;303381;2331647;6
1070;300543;2330983;4
1071;300859;2330640;8
1072;292085;2327326;16
1073;303766;2327586;3
1074;293109;2326294;6
1075;304365;2329121;31
1076;293203;2327115;52
1077;301670;2329647;8
1078;303556;2331107;6
1079;294215;2327715;3
1080;303432;2330477;4
1081;293495;2324975;6
1082;292914;2326192;8
1083;302889;2332768;8
1085;293465;2324987;8
1086;299345;2330879;6
1222;290146;2291641;2
1271;293125;2326272;3
1328;289053;2318628;8
1340;293255;2326092;6
1352;293246;2296198;4
1357;286013;2300208;8
1379;301702;2330275;8
1397;307074;2331460;4
1413;289217;2303888;6
1424;289145;2312622;3
1454;293652;2296054;4
1457;305612;2326438;8
1473;292356;2327342;8
1487;284462;2299513;4
1568;300845;2330626;2
1694;305637;2326401;6
1696;299787;2331920;2
1701;310859;2331942;12
1704;289206;2302726;4
1711;303762;2327591;6
1747;285620;2299094;4
1762;291657;2298249;4
1767;299377;2332489;8
1768;290089;2297393;2
1847;292976;2320588;8
1849;303805;2327576;4
1850;292496;2327147;8
1851;303213;2330262;4
1852;303556;2331108;3
1853;295175;2326127;4
1854;292122;2325889;2
1872;300813;2329548;8
1896;294131;2324522;8
1926;292605;2295886;8
1959;293029.09;2324784.42;6
1974;294354;2327548;12
1989;290737.85;2301611.54;6
1999;289329;2290678;4
2047;296777;2299021;2
2053;306011;2331587;3
2092;268057;2301745;3
