ID;xFeet;yFeet;demand
5;289746;2310623;0
396;227126;2365578;3
958;266542;2397927;6
1008;267126;2397934;6
83;222680;2374502;4
474;222738;2344380;4
489;223247;2362013;6
528;223297;2359259;6
271;223514;2351749;2
387;223972;2369781;6
1753;223977;2369781;6
372;224128;2370202;6
371;224139;2369580;8
529;224866;2367337;6
393;224904;2366608;3
8;224909;2366211;12
1946;225306;2400381;8
479;225720;2359836;8
1470;225789;2400053;8
204;225839;2401500;4
1445;226118.33;2351809.85;4
531;226134;2370476;6
554;226154;2351104;2
2014;226172;2350379;8
212;226255;2401065;8
538;226257;2346677;3
72;226283;2344671;4
215;226362;2401067;8
409;226403;2370462;8
352;226453.82;2343820.66;6
598;226521;2367421;4
560;226673;2378142;8
558;226675;2378204;24
375;226693;2377209;8
377;226739;2375944;6
473;226739;2375978;3
537;226772;2373618;8
19;226782;2401606;8
549;226832;2370916;8
574;226851;2370923;2
451;226865;2369338;4
458;226865;2369299;3
487;226866;2369280;2
462;226867;2369203;4
1383;226870;2369088;8
456;226872;2369897;8
12;226891;2368063;14
373;226891;2368040;6
596;226892;2368028;8
98;226897;2382235;60
374;226908;2367316;2
376;226909;2368092;4
397;226923;2367470;6
388;226924;2366575;8
403;226928;2367238;8
566;226934;2366045;6
1409;226947;2365392;2
358;226952;2366118;2
361;226966;2365400;6
1295;226970;2365258;8
127;226997;2400424;4
248;227030;2386895;6
170;227063.48;2379792.23;2
542;227153;2371125;4
1884;227158;2381178;3
2089;227159;2381159;4
404;227174;2371125;3
406;227187;2371125;3
1898;227195;2371125;2
400;227229;2368071;4
190;227311;2381182;2
1489;227342;2371126;2
533;227414;2371107;6
452;227443;2365586;2
363;227517;2363984;4
362;227543;2363939;16
394;227576;2366095;6
543;227629;2366747;6
405;227644;2366022;3
591;227876;2363363;4
1554;228040;2381183;3
259;228126;2344193;24
513;228320;2367499;16
380;228333;2366675;6
1305;228347;2365958;3
1237;228518;2362301;2
1430;229252;2376017;4
366;229492;2368314;26
364;229513;2360686;6
391;229562;2364945;12
236;229596;2401663;28
367;229625;2369139;3
544;229662;2366876;16
1644;229662;2366864;8
1755;229669;2367485;6
385;229681;2366877;16
1242;229789;2400504;24
1240;229948;2350209;4
407;229973;2359880;8
383;230027;2359829;32
339;230194;2359548;8
2097;230310;2344938;4
378;230353;2364972;16
272;230463;2345656;2
392;230963.77;2364956.43;8
412;231488;2365739;18
1366;231965;2341606;4
242;232103;2400683;6
1314;232483;2360161;6
2098;232580;2363668;6
386;232600;2365474;16
103;232635;2343698;2
100;234239;2399304;4
276;234834;2351785;6
368;234884;2360158;6
191;234897;2398675;4
1218;234909;2369391;4
369;236206;2361567;8
57;236404;2398523;18
382;236483;2360396;8
232;236999;2397870;16
233;236999;2397887;8
115;237051;2396124;8
201;237078;2395868;8
1394;237147;2398485;8
401;238779;2361202;6
915;238843;2397480;8
1921;239204;2397490;2
408;239357;2365697;6
1643;240028;2386138;24
395;240244;2356265;6
1278;240634;2394297;6
343;240961;2342920;8
1986;241498;2393032;6
144;242342;2392558;72
1731;243583;2389712;6
142;243659;2392782;34
31;243769;2390732;8
234;243876;2389648;6
610;243933;2390948;8
443;244023;2356134;16
470;244293.61;2360444.82;8
1903;244586;2379340;2
1682;244705;2388589;6
211;244746;2387606;2
1925;244765;2379428;6
254;244907;2390003;8
1735;245095;2380301;6
993;245144;2382029;40
1821;245195;2392049;3
1282;245215;2392030;3
112;245311;2383460;56
561;245347;2368952;6
260;245590;2378355;40
1215;245690.75;2388032.94;16
163;245841;2398745;8
1388;246751;2377037;4
2052;247301;2391946;3
1481;247383;2390420;8
184;247539;2397263;56
1997;247986;2386456;4
582;248122;2362330;2
1915;248230;2384791;8
64;248568;2391423;8
1269;248598;2397686;36
1276;248720;2387517;32
567;248731;2385980;4
1277;248909;2387119;48
1721;249390;2380365;6
1950;249425;2384984;8
1653;249432;2384976;8
2094;249806;2380485;6
1642;250039;2386131;8
2076;250157;2374268;2
77;250175;2380651;6
2004;250481;2374741;8
93;250620.62;2393134.51;12
250;250967;2375072;6
1779;251008;2374150;6
600;251169;2375243;4
2017;251378;2401438;4
1824;251431;2394163;4
849;251439;2399983;4
695;251452;2399579;22
1837;251470;2399003;4
738;251474;2398886;6
733;251479;2398720;4
1010;251480;2398689;8
1725;251481;2398032;2
182;251484;2397900;12
1499;251520;2397318;54
94;251539;2395074;12
801;251545;2396086;30
1678;251573;2383139;4
1417;251584;2401030;16
664;251647;2398206;8
783;251649;2398206;4
1250;251662;2398207;8
230;252087;2383163;8
811;252630;2396296;6
898;252755;2394971;2
861;253017;2393656;2
1827;253105;2398383;6
1658;253340;2377778;4
782;253801;2396153;4
1296;253869;2398412;2
753;253965;2398340;2
654;254520;2396809;8
744;254622;2398845;2
216;255227;2387877;4
987;255344;2401126;6
641;255411;2398384;8
960;255874;2397029;8
1484;256035;2401689;8
1450;256100;2400957;2
699;256326;2393768;4
128;256444;2386361;4
1308;256555;2384454;6
790;256905;2398310;3
91;257615;2384569;8
1885;257634;2398386;2
1947;257636;2360903;6
953;257654;2398382;3
791;257664;2398380;4
1386;257899;2398334;3
1015;258053;2400959;8
863;258336;2400637;4
1225;258406;2374435;4
716;258440;2400055;18
714;258446;2399761;24
756;258452;2400282;6
688;258479;2399309;18
639;258532;2401072;8
891;258541;2401072;4
870;258677;2398281;4
879;258684;2398200;4
1264;258930;2398201;4
843;259095;2398523;40
1908;259133;2362471;4
665;259355;2400986;8
808;259366;2400986;12
881;259376;2400986;4
989;259400;2398043;4
703;259419;2401604;6
536;259481;2362836;4
439;259495;2362850;14
53;259501;2362857;6
777;259632;2398208;6
805;259654;2398290;8
943;259668;2397722;38
941;259692;2397662;26
1374;259768;2398210;8
890;259858;2401098;4
944;259864;2400997;28
1973;259900;2374066;8
1245;259958;2395233;4
629;260071;2391416;2
1439;260072;2401099;4
829;260110;2392905;8
956;260132;2394158;20
645;260278;2394537;8
238;260404;2373885;48
65;260456;2376637;8
693;260552;2401257;2
181;260646;2377551;24
754;260680;2398088;10
880;260723;2401106;24
1441;260727;2377926;24
651;260793;2401014;4
842;260839;2398044;44
691;261053;2394414;6
728;261090;2401013;16
755;261446;2397759;4
1812;261641;2401015;2
2066;261891;2394417;16
991;261901;2394512;2
823;261995;2401416;8
1996;262225;2379127;8
713;262287;2401031;6
1049;262311;2397746;4
751;262369;2397748;6
1031;262385;2397842;6
1842;263162;2397630;8
2059;263419;2397883;8
1251;263434;2397883;6
866;263461;2397787;4
109;263537;2397788;4
161;263566;2377510;28
769;264007;2397795;6
652;264098;2401204;6
1828;264104;2397797;8
872;264449;2396816;8
848;264681;2397809;6
2027;264994;2390947;8
709;265280;2395599;8
118;265443;2375266;4
1263;265748;2401169;1
340;265768;2351456;2
572;265834;2351464;16
2044;266407;2400840;2
435;266466;2352058;8
175;266533;2397927;3
1384;266774;2397930;8
1483;266818;2397930;6
1323;266907;2397846;8
1363;266918;2397847;4
1339;266928;2397847;3
1902;267006;2397848;8
1639;267047;2397933;6
1456;267089;2397850;6
1434;267099;2397850;3
1338;267188;2397851;8
1320;267219;2397852;8
1961;267231;2397935;3
1493;267235;2397935;8
