ID;xFeet;yFeet;demand
5;289746;2310623;0
1156;299973.9;2539610.51;3
1110;350275;2543145;2
1111;351480;2543397;2
1112;351977;2542498;2
1113;353502;2543988;6
1114;350275;2543145;2
1115;351115;2541767;4
1116;348378;2540752;2
1117;350015;2546503;4
1118;350569;2542635;4
1119;350275;2543145;2
1120;348378;2540752;4
1121;350877;2542109;2
1122;348378;2540752;2
1123;349935;2545406;2
1124;350275;2543145;2
1125;348378;2540752;2
1126;348378;2540752;2
1127;349083;2548091;6
1128;351517;2543617;4
1129;348378;2540752;2
1130;348378;2540752;2
1131;351818;2540532;18
1132;352462;2540907;2
1133;348378;2540752;2
1134;350275;2543145;2
1135;350275;2543145;12
1136;350587;2542118;4
1137;350275;2543145;3
1138;351503;2542533;4
1139;352669;2546287;24
1140;351817;2543501;4
1141;349584;2547284;16
1142;348378;2540752;4
1143;348378;2540752;6
1144;348378;2540752;6
1145;351345;2542799;6
1146;352058;2542639;4
1147;348378;2540752;6
1148;350889;2541830;3
1149;352376;2542845;4
1150;351508;2542525;4
1151;348378;2540752;4
1152;348378;2540752;12
1153;351909;2543326;4
1154;351817;2543501;2
1155;348378;2540752;6
1157;351643;2540825;8
1158;350587;2542118;4
1159;350587;2542118;12
1160;350059;2548235;8
1165;352265;2539789;40
1166;348378;2540752;2
1167;348378;2540752;2
1168;348378;2540752;2
1172;349744.03;2544056.41;2
1175;351362;2542808;2
1176;349521;2547396;2
1177;352265;2539789;32
1178;350955;2543450;6
1179;348378;2540752;2
1180;350275;2543145;8
1181;348928;2548373;2
1182;350275;2543145;4
1185;346662;2539068;2
1217;351089;2541772;6
1254;348378;2540752;2
1412;350587;2542118;6
1420;351480;2543397;2
1463;345787.72;2530580.08;8
1491;350587;2542118;2
1656;351083;2544666;2
1673;348378;2540752;8
1860;348378;2540752;2
1861;348378;2540752;2
1862;352175;2539916;2
1863;348378;2540752;6
1864;348378;2540752;8
1865;351800;2543492;4
1866;350275;2543145;6
1867;351610;2543059;3
1868;351148;2543169;2
1874;350454;2545703;4
1878;348378;2540752;2
1955;348378;2540752;2
1977;351463.57;2542593.7;2
