ID;xFeet;yFeet;demand
5;289746;2310623;0
99;198169;2363305;24
164;213943;2364604;3
270;209563;2374990;12
282;209563;2374990;6
327;215962;2365441;4
329;217965;2364458;2
341;213943;2364604;8
342;221740;2352322;2
345;212169;2364558;6
346;214441;2364616;2
357;209691;2364527;6
360;210961;2364536;6
370;215437;2364614;8
381;222223;2365278;16
384;217956;2362593;8
389;213527;2364579;12
399;215437;2364614;8
402;215437;2364614;3
437;215899;2368175;4
444;215880;2374923;16
446;199307;2368643;16
447;206445;2366268;4
480;210806;2364533;6
491;201055;2362176;8
498;216841;2364393;3
507;211887;2364567;4
508;209561;2374672;8
521;213943;2364604;4
522;213943;2364604;4
523;215901;2368132;2
524;215700;2374080;4
525;213724;2372311;2
526;215700;2374080;3
530;212605;2364572;8
532;215869;2369063;6
545;201121;2361857;24
551;197862;2363305;8
553;213077;2354024;2
559;213943;2364604;6
573;213943;2364604;3
576;215437;2364614;6
578;215437;2364614;8
579;209692;2364508;2
580;213943;2364604;3
581;204862;2364413;2
588;209324;2368714;4
589;215804;2364613;32
594;219737;2377139;8
597;206401;2368108;8
599;213943;2364604;32
1253;213943;2364604;16
1257;221772;2351032;4
1273;213943;2364604;3
1348;207983;2371505;6
1369;218089;2357512;8
1373;205748.81;2364441.66;32
1378;215141;2364602;2
1410;214466;2364597;8
1429;213943;2364604;8
1437;207404;2361801;8
1442;200178;2360679;16
1468;208600;2353936;24
1512;210720;2400513;8
1514;204664;2400327;6
1517;204769;2383572;8
1519;204862;2364413;8
1521;205315;2379458;8
1524;201164;2394575;8
1530;215835;2395502;3
1531;200521;2399039;24
1532;204633;2400686;8
1534;216590;2395356;2
1535;204672;2399207;8
1536;208335;2385372;2
1537;212584;2382178;8
1538;208858;2385365;8
1539;199641;2396570;4
1540;205745;2382159;3
1541;197492;2394856;2
1542;204681;2388197;3
1543;212462;2387027;8
1545;204594;2391471;4
1546;206919;2387050;2
1547;216869;2387000;8
1548;201007;2383403;2
1549;202402;2395946;6
1550;204534;2393350;4
1551;203902;2385380;2
1552;204790;2387669;12
1556;204784;2382697;4
1557;212527;2382178;8
1558;198043;2400225;4
1559;204568;2392212;2
1561;214243;2385381;2
1562;210006;2393960;8
1564;201318;2385371;8
1565;217091;2395774;2
1566;204688;2399338;8
1602;204676;2399889;4
1628;208586;2353936;24
1633;201399;2382310;2
1635;211228;2364561;6
1638;213943;2364604;16
1645;215437;2364614;8
1649;215700;2374080;2
1663;215810;2364633;8
1665;215700;2374080;4
1680;195014;2400323;6
1683;201964;2383577;2
1759;213527;2364579;6
1769;199219;2364646;3
1774;213943;2364604;6
1775;206401;2368108;8
1890;213943;2364604;6
1895;199270;2363354;8
1900;215700;2374080;2
1928;204862;2364413;8
1932;204598;2391297;8
1933;198937;2383720;6
1935;201968;2382851;8
1951;210482;2394975;6
1979;213943;2364604;8
1980;213943;2364604;8
1987;204186;2392463;2
1994;197538;2363295;2
2008;204649;2389706;8
2009;216712;2383632;8
2019;201266;2400516;4
2022;210720;2400513;6
2023;199583;2399789;2
2035;195761.68;2363255;8
2049;195761.69;2363255;6
2062;200164;2363393;8
2063;204862;2364413;4
2075;204471;2395113;6
2081;198133;2363304;28
2090;213943;2364604;8
2093;197862;2363305;8
