ID;xFeet;yFeet;demand
5;289746;2310623;0
16;277523;2446682;6
45;312109;2447348;12
50;307476;2433958;2
76;276922;2409415;56
80;278690;2443598;8
88;277563;2445033;8
105;298733;2459897;6
110;267995;2410531;6
117;307546;2441821;8
130;274940;2420108;8
133;268709;2411899;8
134;278690;2443598;8
151;277689;2453268;6
157;278084;2416064;8
168;277504;2447410;8
188;274777;2450370;6
203;271262;2444911;39
220;277960;2444967;8
601;305785;2436218;6
603;283296;2436875;6
608;278010;2403082;8
614;306940;2439305;2
618;304138;2417475;16
621;306982;2440063;30
623;283296;2436875;16
635;277627;2403059;4
698;268639;2403699;4
711;272784;2404317;52
712;274842;2404453;48
718;271367;2403780;32
765;268447;2417502;20
775;278059;2403083;6
786;267995;2410556;12
787;278010;2403082;8
792;273336;2403516;84
800;268510;2410211;36
806;267678;2418014;8
825;267698;2414508;8
840;269401;2413096;24
841;268471;2412066;28
845;267943;2407968;4
856;277905;2403060;4
858;275580;2403015;8
874;270829;2403765;6
875;276914;2403026;4
885;271386;2404838;4
887;278050;2403064;6
888;269766;2409388;8
905;275482;2402837;2
940;271384;2409557;6
945;278021;2403063;4
951;278702;2403080;4
952;271525;2409561;3
971;267556;2410848;6
974;275090;2450431;12
975;278457;2442993;6
979;274476;2443674;16
981;277965;2442518;6
985;279251;2443669;4
1011;268082;2404240;8
1023;271586;2403806;4
1036;268716;2413927;28
1037;274903;2402996;8
1042;311776.15;2447385.63;4
1045;275276;2403316;8
1223;278475;2403085;6
1266;271111;2446817;4
1279;275966;2402103;4
1280;306891.04;2451903.92;8
1353;274496;2442373;4
1360;268050;2410102;2
1400;302198;2417420;16
1411;278096;2434219;24
1435;275676;2409646;4
1461;268057;2410129;6
1462;278269;2408543;4
1479;278421;2403385;4
1641;280593;2442389;6
1668;278401;2406701;8
1669;303298;2459909;3
1705;270967;2442933;2
1708;271957;2443218;6
1718;270543;2436484;8
1729;274800;2446913;4
1801;268710;2411937;4
1809;269607;2403729;6
1810;267624;2410779;4
1816;289422;2411077;6
1826;279451;2403098;6
1831;277563;2445014;4
1832;269808;2446802;2
1833;283268;2436884;4
1834;278757;2442911;2
1888;291549;2452177;8
1929;272256;2403827;6
1949;278005;2412471;6
1966;272982;2446879;4
1995;279580;2443453;4
2006;274455;2449240;2
2015;278145;2415073;8
2018;306942;2439321;2
2030;301174;2459817;8
2048;274947;2402997;4
2057;270596;2406101;4
